boom_OD_mm,boom_wall_mm,strut_OD_mm,strut_wall_mm,frame_mass_kg,lg_mass_kg,total_mass_kg,frame_RF,lg_RF,min_RF,frame_VM_MPa,lg_VM_MPa,feasible
300.0,12.50,140.0,9.0,523.317,42.994,566.311,2.4320,2.6592,2.4320,143.91,189.15,1
300.0,12.50,140.0,10.0,523.317,47.407,570.723,2.4320,2.8939,2.4320,143.91,173.81,1
300.0,12.50,140.0,11.0,523.317,51.746,575.063,2.4320,3.1177,2.4320,143.91,161.34,1
300.0,12.50,140.0,12.0,523.317,56.013,579.330,2.4320,3.3310,2.4320,143.91,151.01,1
300.0,15.00,80.0,5.0,622.519,13.675,636.194,2.8454,0.5005,0.5005,123.00,1005.08,0
300.0,15.00,80.0,6.0,622.519,16.191,638.710,2.8454,0.5787,0.5787,123.00,869.22,0
300.0,15.00,80.0,7.0,622.519,18.635,641.154,2.8454,0.6505,0.6505,123.00,773.28,0
300.0,15.00,80.0,8.0,622.519,21.005,643.524,2.8454,0.7162,0.7162,123.00,702.32,0
300.0,15.00,80.0,9.0,622.519,23.302,645.821,2.8454,0.7762,0.7762,123.00,648.02,0
300.0,15.00,80.0,10.0,622.519,25.527,648.046,2.8454,0.8308,0.8308,123.00,605.42,0
300.0,15.00,80.0,11.0,622.519,27.678,650.198,2.8454,0.8804,0.8804,123.00,571.34,0
300.0,15.00,80.0,12.0,622.519,29.757,652.276,2.8454,0.9252,0.9252,123.00,543.66,0
300.0,15.00,90.0,5.0,622.519,15.498,638.018,2.8454,0.6431,0.6431,123.00,782.19,0
300.0,15.00,90.0,6.0,622.519,18.379,640.898,2.8454,0.7468,0.7468,123.00,673.57,0
300.0,15.00,90.0,7.0,622.519,21.187,643.706,2.8454,0.8430,0.8430,123.00,596.65,0
300.0,15.00,90.0,8.0,622.519,23.922,646.441,2.8454,0.9322,0.9322,123.00,539.57,0
300.0,15.00,90.0,9.0,622.519,26.584,649.103,2.8454,1.0147,1.0147,123.00,495.72,0
300.0,15.00,90.0,10.0,622.519,29.173,651.693,2.8454,1.0907,1.0907,123.00,461.15,0
300.0,15.00,90.0,11.0,622.519,31.690,654.209,2.8454,1.1607,1.1607,123.00,433.34,0
300.0,15.00,90.0,12.0,622.519,34.133,656.652,2.8454,1.2250,1.2250,123.00,410.61,0
300.0,15.00,100.0,5.0,622.519,17.322,639.841,2.8454,0.8026,0.8026,123.00,626.69,0
300.0,15.00,100.0,6.0,622.519,20.567,643.086,2.8454,0.9353,0.9353,123.00,537.81,0
300.0,15.00,100.0,7.0,622.519,23.740,646.259,2.8454,1.0595,1.0595,123.00,474.76,0
300.0,15.00,100.0,8.0,622.519,26.840,649.359,2.8454,1.1756,1.1756,123.00,427.87,0
300.0,15.00,100.0,9.0,622.519,29.866,652.386,2.8454,1.2840,1.2840,123.00,391.75,0
300.0,15.00,100.0,10.0,622.519,32.820,655.339,2.8454,1.3850,1.3850,123.00,363.18,0
300.0,15.00,100.0,11.0,622.519,35.701,658.220,2.8454,1.4790,1.4790,123.00,340.10,0
300.0,15.00,100.0,12.0,622.519,38.509,661.028,2.8454,1.5662,1.5662,123.00,321.16,1
300.0,15.00,110.0,5.0,622.519,19.145,641.664,2.8454,0.9789,0.9789,123.00,513.86,0
300.0,15.00,110.0,6.0,622.519,22.755,645.274,2.8454,1.1438,1.1438,123.00,439.75,0
300.0,15.00,110.0,7.0,622.519,26.293,648.812,2.8454,1.2994,1.2994,123.00,387.11,0
300.0,15.00,110.0,8.0,622.519,29.757,652.276,2.8454,1.4459,1.4459,123.00,347.89,0
300.0,15.00,110.0,9.0,622.519,33.148,655.668,2.8454,1.5836,1.5836,123.00,317.62,1
300.0,15.00,110.0,10.0,622.519,36.467,658.986,2.8454,1.7130,1.7130,123.00,293.63,1
300.0,15.00,110.0,11.0,622.519,39.712,662.232,2.8454,1.8344,1.8344,123.00,274.21,1
300.0,15.00,110.0,12.0,622.519,42.885,665.404,2.8454,1.9480,1.9480,123.00,258.21,1
300.0,15.00,120.0,5.0,622.519,20.968,643.488,2.8454,1.1715,1.1715,123.00,429.37,0
300.0,15.00,120.0,6.0,622.519,24.943,647.462,2.8454,1.3721,1.3721,123.00,366.59,0
300.0,15.00,120.0,7.0,622.519,28.845,651.364,2.8454,1.5623,1.5623,123.00,321.95,1
300.0,15.00,120.0,8.0,622.519,32.674,655.193,2.8454,1.7425,1.7425,123.00,288.66,1
300.0,15.00,120.0,9.0,622.519,36.430,658.950,2.8454,1.9131,1.9131,123.00,262.93,1
300.0,15.00,120.0,10.0,622.519,40.113,662.633,2.8454,2.0742,2.0742,123.00,242.50,1
300.0,15.00,120.0,11.0,622.519,43.724,666.243,2.8454,2.2264,2.2264,123.00,225.92,1
300.0,15.00,120.0,12.0,622.519,47.261,669.780,2.8454,2.3699,2.3699,123.00,212.24,1
300.0,15.00,130.0,5.0,622.519,22.792,645.311,2.8454,1.3802,1.3802,123.00,364.44,0
300.0,15.00,130.0,6.0,622.519,27.131,649.650,2.8454,1.6197,1.6197,123.00,310.55,1
300.0,15.00,130.0,7.0,622.519,31.398,653.917,2.8454,1.8479,1.8479,123.00,272.19,1
300.0,15.00,130.0,8.0,622.519,35.592,658.111,2.8454,2.0652,2.0652,123.00,243.56,1
300.0,15.00,130.0,9.0,622.519,39.712,662.232,2.8454,2.2718,2.2718,123.00,221.41,1
300.0,15.00,130.0,10.0,622.519,43.760,666.279,2.8454,2.4681,2.4681,123.00,203.80,1
300.0,15.00,130.0,11.0,622.519,47.735,670.254,2.8454,2.6544,2.6544,123.00,189.50,1
300.0,15.00,130.0,12.0,622.519,51.637,674.156,2.8454,2.8311,2.8311,123.00,177.67,1
300.0,15.00,140.0,5.0,622.519,24.615,647.134,2.8454,1.6047,1.6047,123.00,313.45,1
300.0,15.00,140.0,6.0,622.519,29.319,651.839,2.8454,1.8864,1.8864,123.00,266.65,1
300.0,15.00,140.0,7.0,622.519,33.951,656.470,2.8454,2.1558,2.1558,123.00,233.32,1
300.0,15.00,140.0,8.0,622.519,38.509,661.028,2.8454,2.4133,2.4133,123.00,208.43,1
300.0,15.00,140.0,9.0,622.519,42.994,665.514,2.8454,2.6592,2.6592,123.00,189.15,1
300.0,15.00,140.0,10.0,622.519,47.407,669.926,2.8454,2.8939,2.8454,123.00,173.81,1
300.0,15.00,140.0,11.0,622.519,51.746,674.266,2.8454,3.1177,2.8454,123.00,161.34,1
300.0,15.00,140.0,12.0,622.519,56.013,678.532,2.8454,3.3310,2.8454,123.00,151.01,1
350.0,5.00,80.0,5.0,251.192,13.675,264.867,1.4384,0.5005,0.5005,243.32,1005.08,0
350.0,5.00,80.0,6.0,251.192,16.191,267.383,1.4384,0.5787,0.5787,243.32,869.22,0
350.0,5.00,80.0,7.0,251.192,18.635,269.826,1.4384,0.6505,0.6505,243.32,773.28,0
350.0,5.00,80.0,8.0,251.192,21.005,272.197,1.4384,0.7162,0.7162,243.32,702.32,0
350.0,5.00,80.0,9.0,251.192,23.302,274.494,1.4384,0.7762,0.7762,243.32,648.02,0
350.0,5.00,80.0,10.0,251.192,25.527,276.719,1.4384,0.8308,0.8308,243.32,605.42,0
350.0,5.00,80.0,11.0,251.192,27.678,278.870,1.4384,0.8804,0.8804,243.32,571.34,0
350.0,5.00,80.0,12.0,251.192,29.757,280.949,1.4384,0.9252,0.9252,243.32,543.66,0
350.0,5.00,90.0,5.0,251.192,15.498,266.690,1.4384,0.6431,0.6431,243.32,782.19,0
350.0,5.00,90.0,6.0,251.192,18.379,269.571,1.4384,0.7468,0.7468,243.32,673.57,0
350.0,5.00,90.0,7.0,251.192,21.187,272.379,1.4384,0.8430,0.8430,243.32,596.65,0
350.0,5.00,90.0,8.0,251.192,23.922,275.114,1.4384,0.9322,0.9322,243.32,539.57,0
350.0,5.00,90.0,9.0,251.192,26.584,277.776,1.4384,1.0147,1.0147,243.32,495.72,0
350.0,5.00,90.0,10.0,251.192,29.173,280.365,1.4384,1.0907,1.0907,243.32,461.15,0
350.0,5.00,90.0,11.0,251.192,31.690,282.882,1.4384,1.1607,1.1607,243.32,433.34,0
350.0,5.00,90.0,12.0,251.192,34.133,285.325,1.4384,1.2250,1.2250,243.32,410.61,0
350.0,5.00,100.0,5.0,251.192,17.322,268.514,1.4384,0.8026,0.8026,243.32,626.69,0
350.0,5.00,100.0,6.0,251.192,20.567,271.759,1.4384,0.9353,0.9353,243.32,537.81,0
350.0,5.00,100.0,7.0,251.192,23.740,274.932,1.4384,1.0595,1.0595,243.32,474.76,0
350.0,5.00,100.0,8.0,251.192,26.840,278.032,1.4384,1.1756,1.1756,243.32,427.87,0
350.0,5.00,100.0,9.0,251.192,29.866,281.058,1.4384,1.2840,1.2840,243.32,391.75,0
350.0,5.00,100.0,10.0,251.192,32.820,284.012,1.4384,1.3850,1.3850,243.32,363.18,0
350.0,5.00,100.0,11.0,251.192,35.701,286.893,1.4384,1.4790,1.4384,243.32,340.10,0
350.0,5.00,100.0,12.0,251.192,38.509,289.701,1.4384,1.5662,1.4384,243.32,321.16,0
350.0,5.00,110.0,5.0,251.192,19.145,270.337,1.4384,0.9789,0.9789,243.32,513.86,0
350.0,5.00,110.0,6.0,251.192,22.755,273.947,1.4384,1.1438,1.1438,243.32,439.75,0
350.0,5.00,110.0,7.0,251.192,26.293,277.485,1.4384,1.2994,1.2994,243.32,387.11,0
350.0,5.00,110.0,8.0,251.192,29.757,280.949,1.4384,1.4459,1.4384,243.32,347.89,0
350.0,5.00,110.0,9.0,251.192,33.148,284.340,1.4384,1.5836,1.4384,243.32,317.62,0
350.0,5.00,110.0,10.0,251.192,36.467,287.659,1.4384,1.7130,1.4384,243.32,293.63,0
350.0,5.00,110.0,11.0,251.192,39.712,290.904,1.4384,1.8344,1.4384,243.32,274.21,0
350.0,5.00,110.0,12.0,251.192,42.885,294.077,1.4384,1.9480,1.4384,243.32,258.21,0
350.0,5.00,120.0,5.0,251.192,20.968,272.160,1.4384,1.1715,1.1715,243.32,429.37,0
350.0,5.00,120.0,6.0,251.192,24.943,276.135,1.4384,1.3721,1.3721,243.32,366.59,0
350.0,5.00,120.0,7.0,251.192,28.845,280.037,1.4384,1.5623,1.4384,243.32,321.95,0
350.0,5.00,120.0,8.0,251.192,32.674,283.866,1.4384,1.7425,1.4384,243.32,288.66,0
350.0,5.00,120.0,9.0,251.192,36.430,287.622,1.4384,1.9131,1.4384,243.32,262.93,0
350.0,5.00,120.0,10.0,251.192,40.113,291.305,1.4384,2.0742,1.4384,243.32,242.50,0
350.0,5.00,120.0,11.0,251.192,43.724,294.916,1.4384,2.2264,1.4384,243.32,225.92,0
350.0,5.00,120.0,12.0,251.192,47.261,298.453,1.4384,2.3699,1.4384,243.32,212.24,0
350.0,5.00,130.0,5.0,251.192,22.792,273.984,1.4384,1.3802,1.3802,243.32,364.44,0
350.0,5.00,130.0,6.0,251.192,27.131,278.323,1.4384,1.6197,1.4384,243.32,310.55,0
350.0,5.00,130.0,7.0,251.192,31.398,282.590,1.4384,1.8479,1.4384,243.32,272.19,0
350.0,5.00,130.0,8.0,251.192,35.592,286.784,1.4384,2.0652,1.4384,243.32,243.56,0
350.0,5.00,130.0,9.0,251.192,39.712,290.904,1.4384,2.2718,1.4384,243.32,221.41,0
350.0,5.00,130.0,10.0,251.192,43.760,294.952,1.4384,2.4681,1.4384,243.32,203.80,0
350.0,5.00,130.0,11.0,251.192,47.735,298.927,1.4384,2.6544,1.4384,243.32,189.50,0
350.0,5.00,130.0,12.0,251.192,51.637,302.829,1.4384,2.8311,1.4384,243.32,177.67,0
350.0,5.00,140.0,5.0,251.192,24.615,275.807,1.4384,1.6047,1.4384,243.32,313.45,0
350.0,5.00,140.0,6.0,251.192,29.319,280.511,1.4384,1.8864,1.4384,243.32,266.65,0
350.0,5.00,140.0,7.0,251.192,33.951,285.143,1.4384,2.1558,1.4384,243.32,233.32,0
350.0,5.00,140.0,8.0,251.192,38.509,289.701,1.4384,2.4133,1.4384,243.32,208.43,0
350.0,5.00,140.0,9.0,251.192,42.994,294.186,1.4384,2.6592,1.4384,243.32,189.15,0
350.0,5.00,140.0,10.0,251.192,47.407,298.599,1.4384,2.8939,1.4384,243.32,173.81,0
350.0,5.00,140.0,11.0,251.192,51.746,302.938,1.4384,3.1177,1.4384,243.32,161.34,0
350.0,5.00,140.0,12.0,251.192,56.013,307.205,1.4384,3.3310,1.4384,243.32,151.01,0
350.0,7.50,80.0,5.0,374.058,13.675,387.733,2.1117,0.5005,0.5005,165.75,1005.08,0
350.0,7.50,80.0,6.0,374.058,16.191,390.249,2.1117,0.5787,0.5787,165.75,869.22,0
350.0,7.50,80.0,7.0,374.058,18.635,392.692,2.1117,0.6505,0.6505,165.75,773.28,0
350.0,7.50,80.0,8.0,374.058,21.005,395.062,2.1117,0.7162,0.7162,165.75,702.32,0
350.0,7.50,80.0,9.0,374.058,23.302,397.360,2.1117,0.7762,0.7762,165.75,648.02,0
350.0,7.50,80.0,10.0,374.058,25.527,399.584,2.1117,0.8308,0.8308,165.75,605.42,0
350.0,7.50,80.0,11.0,374.058,27.678,401.736,2.1117,0.8804,0.8804,165.75,571.34,0
350.0,7.50,80.0,12.0,374.058,29.757,403.814,2.1117,0.9252,0.9252,165.75,543.66,0
350.0,7.50,90.0,5.0,374.058,15.498,389.556,2.1117,0.6431,0.6431,165.75,782.19,0
350.0,7.50,90.0,6.0,374.058,18.379,392.437,2.1117,0.7468,0.7468,165.75,673.57,0
350.0,7.50,90.0,7.0,374.058,21.187,395.245,2.1117,0.8430,0.8430,165.75,596.65,0
350.0,7.50,90.0,8.0,374.058,23.922,397.980,2.1117,0.9322,0.9322,165.75,539.57,0
350.0,7.50,90.0,9.0,374.058,26.584,400.642,2.1117,1.0147,1.0147,165.75,495.72,0
350.0,7.50,90.0,10.0,374.058,29.173,403.231,2.1117,1.0907,1.0907,165.75,461.15,0
350.0,7.50,90.0,11.0,374.058,31.690,405.747,2.1117,1.1607,1.1607,165.75,433.34,0
350.0,7.50,90.0,12.0,374.058,34.133,408.190,2.1117,1.2250,1.2250,165.75,410.61,0
350.0,7.50,100.0,5.0,374.058,17.322,391.379,2.1117,0.8026,0.8026,165.75,626.69,0
350.0,7.50,100.0,6.0,374.058,20.567,394.625,2.1117,0.9353,0.9353,165.75,537.81,0
350.0,7.50,100.0,7.0,374.058,23.740,397.797,2.1117,1.0595,1.0595,165.75,474.76,0
350.0,7.50,100.0,8.0,374.058,26.840,400.897,2.1117,1.1756,1.1756,165.75,427.87,0
350.0,7.50,100.0,9.0,374.058,29.866,403.924,2.1117,1.2840,1.2840,165.75,391.75,0
350.0,7.50,100.0,10.0,374.058,32.820,406.878,2.1117,1.3850,1.3850,165.75,363.18,0
350.0,7.50,100.0,11.0,374.058,35.701,409.759,2.1117,1.4790,1.4790,165.75,340.10,0
350.0,7.50,100.0,12.0,374.058,38.509,412.567,2.1117,1.5662,1.5662,165.75,321.16,1
350.0,7.50,110.0,5.0,374.058,19.145,393.203,2.1117,0.9789,0.9789,165.75,513.86,0
350.0,7.50,110.0,6.0,374.058,22.755,396.813,2.1117,1.1438,1.1438,165.75,439.75,0
350.0,7.50,110.0,7.0,374.058,26.293,400.350,2.1117,1.2994,1.2994,165.75,387.11,0
350.0,7.50,110.0,8.0,374.058,29.757,403.814,2.1117,1.4459,1.4459,165.75,347.89,0
350.0,7.50,110.0,9.0,374.058,33.148,407.206,2.1117,1.5836,1.5836,165.75,317.62,1
350.0,7.50,110.0,10.0,374.058,36.467,410.524,2.1117,1.7130,1.7130,165.75,293.63,1
350.0,7.50,110.0,11.0,374.058,39.712,413.770,2.1117,1.8344,1.8344,165.75,274.21,1
350.0,7.50,110.0,12.0,374.058,42.885,416.943,2.1117,1.9480,1.9480,165.75,258.21,1
350.0,7.50,120.0,5.0,374.058,20.968,395.026,2.1117,1.1715,1.1715,165.75,429.37,0
350.0,7.50,120.0,6.0,374.058,24.943,399.001,2.1117,1.3721,1.3721,165.75,366.59,0
350.0,7.50,120.0,7.0,374.058,28.845,402.903,2.1117,1.5623,1.5623,165.75,321.95,1
350.0,7.50,120.0,8.0,374.058,32.674,406.732,2.1117,1.7425,1.7425,165.75,288.66,1
350.0,7.50,120.0,9.0,374.058,36.430,410.488,2.1117,1.9131,1.9131,165.75,262.93,1
350.0,7.50,120.0,10.0,374.058,40.113,414.171,2.1117,2.0742,2.0742,165.75,242.50,1
350.0,7.50,120.0,11.0,374.058,43.724,417.781,2.1117,2.2264,2.1117,165.75,225.92,1
350.0,7.50,120.0,12.0,374.058,47.261,421.319,2.1117,2.3699,2.1117,165.75,212.24,1
350.0,7.50,130.0,5.0,374.058,22.792,396.849,2.1117,1.3802,1.3802,165.75,364.44,0
350.0,7.50,130.0,6.0,374.058,27.131,401.189,2.1117,1.6197,1.6197,165.75,310.55,1
350.0,7.50,130.0,7.0,374.058,31.398,405.455,2.1117,1.8479,1.8479,165.75,272.19,1
350.0,7.50,130.0,8.0,374.058,35.592,409.649,2.1117,2.0652,2.0652,165.75,243.56,1
350.0,7.50,130.0,9.0,374.058,39.712,413.770,2.1117,2.2718,2.1117,165.75,221.41,1
350.0,7.50,130.0,10.0,374.058,43.760,417.818,2.1117,2.4681,2.1117,165.75,203.80,1
350.0,7.50,130.0,11.0,374.058,47.735,421.793,2.1117,2.6544,2.1117,165.75,189.50,1
350.0,7.50,130.0,12.0,374.058,51.637,425.695,2.1117,2.8311,2.1117,165.75,177.67,1
350.0,7.50,140.0,5.0,374.058,24.615,398.673,2.1117,1.6047,1.6047,165.75,313.45,1
350.0,7.50,140.0,6.0,374.058,29.319,403.377,2.1117,1.8864,1.8864,165.75,266.65,1
350.0,7.50,140.0,7.0,374.058,33.951,408.008,2.1117,2.1558,2.1117,165.75,233.32,1
350.0,7.50,140.0,8.0,374.058,38.509,412.567,2.1117,2.4133,2.1117,165.75,208.43,1
350.0,7.50,140.0,9.0,374.058,42.994,417.052,2.1117,2.6592,2.1117,165.75,189.15,1
350.0,7.50,140.0,10.0,374.058,47.407,421.464,2.1117,2.8939,2.1117,165.75,173.81,1
350.0,7.50,140.0,11.0,374.058,51.746,425.804,2.1117,3.1177,2.1117,165.75,161.34,1
350.0,7.50,140.0,12.0,374.058,56.013,430.071,2.1117,3.3310,2.1117,165.75,151.01,1
350.0,10.00,80.0,5.0,495.103,13.675,508.778,2.7554,0.5005,0.5005,127.02,1005.08,0
350.0,10.00,80.0,6.0,495.103,16.191,511.294,2.7554,0.5787,0.5787,127.02,869.22,0
350.0,10.00,80.0,7.0,495.103,18.635,513.738,2.7554,0.6505,0.6505,127.02,773.28,0
350.0,10.00,80.0,8.0,495.103,21.005,516.108,2.7554,0.7162,0.7162,127.02,702.32,0
350.0,10.00,80.0,9.0,495.103,23.302,518.405,2.7554,0.7762,0.7762,127.02,648.02,0
350.0,10.00,80.0,10.0,495.103,25.527,520.630,2.7554,0.8308,0.8308,127.02,605.42,0
350.0,10.00,80.0,11.0,495.103,27.678,522.781,2.7554,0.8804,0.8804,127.02,571.34,0
350.0,10.00,80.0,12.0,495.103,29.757,524.860,2.7554,0.9252,0.9252,127.02,543.66,0
350.0,10.00,90.0,5.0,495.103,15.498,510.601,2.7554,0.6431,0.6431,127.02,782.19,0
350.0,10.00,90.0,6.0,495.103,18.379,513.482,2.7554,0.7468,0.7468,127.02,673.57,0
350.0,10.00,90.0,7.0,495.103,21.187,516.290,2.7554,0.8430,0.8430,127.02,596.65,0
350.0,10.00,90.0,8.0,495.103,23.922,519.025,2.7554,0.9322,0.9322,127.02,539.57,0
350.0,10.00,90.0,9.0,495.103,26.584,521.687,2.7554,1.0147,1.0147,127.02,495.72,0
350.0,10.00,90.0,10.0,495.103,29.173,524.276,2.7554,1.0907,1.0907,127.02,461.15,0
350.0,10.00,90.0,11.0,495.103,31.690,526.793,2.7554,1.1607,1.1607,127.02,433.34,0
350.0,10.00,90.0,12.0,495.103,34.133,529.236,2.7554,1.2250,1.2250,127.02,410.61,0
350.0,10.00,100.0,5.0,495.103,17.322,512.425,2.7554,0.8026,0.8026,127.02,626.69,0
350.0,10.00,100.0,6.0,495.103,20.567,515.670,2.7554,0.9353,0.9353,127.02,537.81,0
350.0,10.00,100.0,7.0,495.103,23.740,518.843,2.7554,1.0595,1.0595,127.02,474.76,0
350.0,10.00,100.0,8.0,495.103,26.840,521.943,2.7554,1.1756,1.1756,127.02,427.87,0
350.0,10.00,100.0,9.0,495.103,29.866,524.969,2.7554,1.2840,1.2840,127.02,391.75,0
350.0,10.00,100.0,10.0,495.103,32.820,527.923,2.7554,1.3850,1.3850,127.02,363.18,0
350.0,10.00,100.0,11.0,495.103,35.701,530.804,2.7554,1.4790,1.4790,127.02,340.10,0
350.0,10.00,100.0,12.0,495.103,38.509,533.612,2.7554,1.5662,1.5662,127.02,321.16,1
350.0,10.00,110.0,5.0,495.103,19.145,514.248,2.7554,0.9789,0.9789,127.02,513.86,0
350.0,10.00,110.0,6.0,495.103,22.755,517.858,2.7554,1.1438,1.1438,127.02,439.75,0
350.0,10.00,110.0,7.0,495.103,26.293,521.396,2.7554,1.2994,1.2994,127.02,387.11,0
350.0,10.00,110.0,8.0,495.103,29.757,524.860,2.7554,1.4459,1.4459,127.02,347.89,0
350.0,10.00,110.0,9.0,495.103,33.148,528.251,2.7554,1.5836,1.5836,127.02,317.62,1
350.0,10.00,110.0,10.0,495.103,36.467,531.570,2.7554,1.7130,1.7130,127.02,293.63,1
350.0,10.00,110.0,11.0,495.103,39.712,534.815,2.7554,1.8344,1.8344,127.02,274.21,1
350.0,10.00,110.0,12.0,495.103,42.885,537.988,2.7554,1.9480,1.9480,127.02,258.21,1
350.0,10.00,120.0,5.0,495.103,20.968,516.071,2.7554,1.1715,1.1715,127.02,429.37,0
350.0,10.00,120.0,6.0,495.103,24.943,520.046,2.7554,1.3721,1.3721,127.02,366.59,0
350.0,10.00,120.0,7.0,495.103,28.845,523.948,2.7554,1.5623,1.5623,127.02,321.95,1
350.0,10.00,120.0,8.0,495.103,32.674,527.777,2.7554,1.7425,1.7425,127.02,288.66,1
350.0,10.00,120.0,9.0,495.103,36.430,531.533,2.7554,1.9131,1.9131,127.02,262.93,1
350.0,10.00,120.0,10.0,495.103,40.113,535.216,2.7554,2.0742,2.0742,127.02,242.50,1
350.0,10.00,120.0,11.0,495.103,43.724,538.827,2.7554,2.2264,2.2264,127.02,225.92,1
350.0,10.00,120.0,12.0,495.103,47.261,542.364,2.7554,2.3699,2.3699,127.02,212.24,1
350.0,10.00,130.0,5.0,495.103,22.792,517.895,2.7554,1.3802,1.3802,127.02,364.44,0
350.0,10.00,130.0,6.0,495.103,27.131,522.234,2.7554,1.6197,1.6197,127.02,310.55,1
350.0,10.00,130.0,7.0,495.103,31.398,526.501,2.7554,1.8479,1.8479,127.02,272.19,1
350.0,10.00,130.0,8.0,495.103,35.592,530.695,2.7554,2.0652,2.0652,127.02,243.56,1
350.0,10.00,130.0,9.0,495.103,39.712,534.815,2.7554,2.2718,2.2718,127.02,221.41,1
350.0,10.00,130.0,10.0,495.103,43.760,538.863,2.7554,2.4681,2.4681,127.02,203.80,1
350.0,10.00,130.0,11.0,495.103,47.735,542.838,2.7554,2.6544,2.6544,127.02,189.50,1
350.0,10.00,130.0,12.0,495.103,51.637,546.740,2.7554,2.8311,2.7554,127.02,177.67,1
350.0,10.00,140.0,5.0,495.103,24.615,519.718,2.7554,1.6047,1.6047,127.02,313.45,1
350.0,10.00,140.0,6.0,495.103,29.319,524.422,2.7554,1.8864,1.8864,127.02,266.65,1
350.0,10.00,140.0,7.0,495.103,33.951,529.054,2.7554,2.1558,2.1558,127.02,233.32,1
350.0,10.00,140.0,8.0,495.103,38.509,533.612,2.7554,2.4133,2.4133,127.02,208.43,1
350.0,10.00,140.0,9.0,495.103,42.994,538.097,2.7554,2.6592,2.6592,127.02,189.15,1
350.0,10.00,140.0,10.0,495.103,47.407,542.510,2.7554,2.8939,2.7554,127.02,173.81,1
350.0,10.00,140.0,11.0,495.103,51.746,546.849,2.7554,3.1177,2.7554,127.02,161.34,1
350.0,10.00,140.0,12.0,495.103,56.013,551.116,2.7554,3.3310,2.7554,127.02,151.01,1
350.0,12.50,80.0,5.0,614.328,13.675,628.003,3.3706,0.5005,0.5005,103.84,1005.08,0
350.0,12.50,80.0,6.0,614.328,16.191,630.519,3.3706,0.5787,0.5787,103.84,869.22,0
350.0,12.50,80.0,7.0,614.328,18.635,632.963,3.3706,0.6505,0.6505,103.84,773.28,0
350.0,12.50,80.0,8.0,614.328,21.005,635.333,3.3706,0.7162,0.7162,103.84,702.32,0
350.0,12.50,80.0,9.0,614.328,23.302,637.630,3.3706,0.7762,0.7762,103.84,648.02,0
350.0,12.50,80.0,10.0,614.328,25.527,639.855,3.3706,0.8308,0.8308,103.84,605.42,0
350.0,12.50,80.0,11.0,614.328,27.678,642.006,3.3706,0.8804,0.8804,103.84,571.34,0
350.0,12.50,80.0,12.0,614.328,29.757,644.085,3.3706,0.9252,0.9252,103.84,543.66,0
350.0,12.50,90.0,5.0,614.328,15.498,629.827,3.3706,0.6431,0.6431,103.84,782.19,0
350.0,12.50,90.0,6.0,614.328,18.379,632.707,3.3706,0.7468,0.7468,103.84,673.57,0
350.0,12.50,90.0,7.0,614.328,21.187,635.515,3.3706,0.8430,0.8430,103.84,596.65,0
350.0,12.50,90.0,8.0,614.328,23.922,638.250,3.3706,0.9322,0.9322,103.84,539.57,0
350.0,12.50,90.0,9.0,614.328,26.584,640.912,3.3706,1.0147,1.0147,103.84,495.72,0
350.0,12.50,90.0,10.0,614.328,29.173,643.502,3.3706,1.0907,1.0907,103.84,461.15,0
350.0,12.50,90.0,11.0,614.328,31.690,646.018,3.3706,1.1607,1.1607,103.84,433.34,0
350.0,12.50,90.0,12.0,614.328,34.133,648.461,3.3706,1.2250,1.2250,103.84,410.61,0
350.0,12.50,100.0,5.0,614.328,17.322,631.650,3.3706,0.8026,0.8026,103.84,626.69,0
350.0,12.50,100.0,6.0,614.328,20.567,634.895,3.3706,0.9353,0.9353,103.84,537.81,0
350.0,12.50,100.0,7.0,614.328,23.740,638.068,3.3706,1.0595,1.0595,103.84,474.76,0
350.0,12.50,100.0,8.0,614.328,26.840,641.168,3.3706,1.1756,1.1756,103.84,427.87,0
350.0,12.50,100.0,9.0,614.328,29.866,644.194,3.3706,1.2840,1.2840,103.84,391.75,0
350.0,12.50,100.0,10.0,614.328,32.820,647.148,3.3706,1.3850,1.3850,103.84,363.18,0
350.0,12.50,100.0,11.0,614.328,35.701,650.029,3.3706,1.4790,1.4790,103.84,340.10,0
350.0,12.50,100.0,12.0,614.328,38.509,652.837,3.3706,1.5662,1.5662,103.84,321.16,1
350.0,12.50,110.0,5.0,614.328,19.145,633.473,3.3706,0.9789,0.9789,103.84,513.86,0
350.0,12.50,110.0,6.0,614.328,22.755,637.083,3.3706,1.1438,1.1438,103.84,439.75,0
350.0,12.50,110.0,7.0,614.328,26.293,640.621,3.3706,1.2994,1.2994,103.84,387.11,0
350.0,12.50,110.0,8.0,614.328,29.757,644.085,3.3706,1.4459,1.4459,103.84,347.89,0
350.0,12.50,110.0,9.0,614.328,33.148,647.476,3.3706,1.5836,1.5836,103.84,317.62,1
350.0,12.50,110.0,10.0,614.328,36.467,650.795,3.3706,1.7130,1.7130,103.84,293.63,1
350.0,12.50,110.0,11.0,614.328,39.712,654.040,3.3706,1.8344,1.8344,103.84,274.21,1
350.0,12.50,110.0,12.0,614.328,42.885,657.213,3.3706,1.9480,1.9480,103.84,258.21,1
350.0,12.50,120.0,5.0,614.328,20.968,635.297,3.3706,1.1715,1.1715,103.84,429.37,0
350.0,12.50,120.0,6.0,614.328,24.943,639.271,3.3706,1.3721,1.3721,103.84,366.59,0
